BH-001	BH-002	BH-003	BH-004	BH-005	BH-006	BH-007	BH-008	CUC-001	CUC-002	CUC-003	CUC-004	CUC-005	CUC-006	CUC-007	CUC-008	FC-001	FC-002	FC-003	FC-004	FC-005	FC-006	FC-007	FC-008	FH-001	FH-002	FH-003	FH-004	FH-005	FH-006	FH-007	FH-008	FOC-001	FOC-002	FOC-003	HC-001	HC-002	HC-003	HC-004	HC-005	HC-006	HC-007	HC-008	HC-009	Hos-001	Hos-002	Hos-003	Hos-004	Hos-005	Hos-006	Hos-007	Hos-008	MLC-001	MLC-002	MLC-003	MLC-004	MLC-005	MLC-006	MLC-007	MLC-008	MLLH-001	MLLH-002	MLLH-003	MLLH-004	MLLH-005	MLLH-006	MLLH-007	MLLH-008	PLLC-001	PLLC-002	PLLC-003	PLLC-004	PLLC-005	PLLC-006	PLLC-007	PLLC-008	PWH-001	PWH-002	PWH-003	PWH-004	PWH-005	PWH-006	SCU-001	SCU-002	SCU-003	SCU-004	SCU-005	SCU-006	SCU-007	SCU-008	Kingdom	Phylum	Class	Order	Family	Genus
0	1	12	0	0	0	2	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	13	0	0	8	6	1	0	0	0	1	0	1	1	0	0	0	0	38	4	23	0	0	0	4	9	0	1	0	4	1	28	0	26	0	2	0	0	24	0	0	30	37	36	0	12	7	4	101	20	0	0	0	35	0	0	0	7	9	0	3	4	3	2	0	0	7	0	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
8	7	7	11	19	21	10	9	16	12	34	22	1	18	21	18	14	1	0	0	0	0	1	3	2	7	0	1	19	0	0	4	8	4	7	0	0	0	0	0	0	0	0	0	1	6	5	13	0	5	2	21	3	2	21	4	0	1	0	0	3	7	0	9	0	5	3	6	4	0	5	1	0	5	4	9	1	4	0	0	32	4	2	4	16	9	3	0	9	2	Bacteria	Firmicutes	NA	NA	NA	NA
14	14	11	1	20	29	6	0	7	25	2	6	3	6	1	2	1	0	0	0	0	0	1	5	1	0	2	0	0	0	2	3	21	32	45	0	0	0	0	0	0	0	0	0	0	11	3	6	0	13	1	17	6	2	32	1	0	4	0	0	0	0	2	22	1	7	0	4	7	0	0	1	0	3	0	4	0	1	0	0	2	3	15	12	35	27	6	8	19	1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
1	2	42	0	1	6	0	0	0	10	10	2	1	0	1	51	5	16	34	0	1	10	1	4	8	14	0	10	3	0	3	1	4	3	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	3	0	2	4	10	0	0	0	12	1	0	0	108	3	1	0	5	1	2	28	3	0	4	0	0	8	25	0	46	0	9	0	0	0	0	0	6	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
0	0	110	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	320	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	11	4	1	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
4	24	0	4	41	0	77	0	0	3	0	0	0	5	3	0	0	0	0	0	0	1	2	12	0	0	0	0	9	0	28	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	2	14	0	0	13	0	0	9	0	0	0	1	0	1	0	0	0	0	0	1	0	4	0	0	0	7	0	0	0	0	164	0	5	13	4	59	0	0	8	2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA
4	15	0	8	40	70	13	11	0	4	8	51	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	27	43	0	0	0	0	0	0	0	0	0	2	0	8	0	1	1	2	8	0	0	37	0	0	0	0	0	0	83	4	0	0	0	0	0	3	0	0	0	0	0	1	1	0	1	0	3	0	0	6	0	3	10	0	0	8	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	3	0	0	0	0	0	429	8	0	0	0	0	0	1	48	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
2	0	1	0	0	26	0	0	11	7	0	0	8	0	1	0	22	0	0	0	0	0	0	1	1	10	7	3	0	9	0	0	28	11	18	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	7	0	0	2	21	15	0	12	0	7	0	0	0	2	0	9	6	2	0	5	163	1	14	11	11	32	0	4	0	0	0	0	2	0	2	8	2	0	24	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	54	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
0	0	0	0	0	0	0	0	0	0	2	301	99	0	7	0	0	9	0	2	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	NA	NA	NA	NA
4	5	6	8	41	10	6	0	9	27	6	5	3	3	9	11	4	0	0	0	1	3	0	4	0	3	6	3	2	0	2	7	21	6	13	0	1	0	0	0	0	0	0	0	0	11	6	17	0	5	0	9	2	7	9	6	0	2	0	0	3	4	0	18	0	4	12	11	0	0	6	1	8	12	0	26	7	8	0	6	25	5	10	9	19	15	6	2	8	1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
0	2	11	0	0	1	0	0	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	12	1	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	3	7	0	0	0	0	0	0	0	0	1	1	0	0	0	20	10	41	2	6	1	3	0	0	3	0	0	3	0	0	319	0	1	6	42	6	0	0	0	3	0	0	0	1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
0	0	2	0	1	0	0	0	0	0	0	11	0	38	11	0	69	1	0	0	0	0	0	10	0	7	0	0	0	0	0	0	1	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	21	11	16	18	0	26	0	2	0	4	15	10	0	0	18	67	0	9	62	0	0	4	0	30	0	1	0	0	2	0	0	0	8	0	0	0	0	0	22	1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA
7	14	8	3	19	11	9	0	16	10	7	0	3	2	3	9	20	0	0	0	0	1	0	2	15	36	0	22	8	0	0	0	5	2	7	0	1	0	1	4	1	0	4	0	0	6	2	11	0	3	1	13	2	8	27	9	0	1	0	0	5	6	0	61	0	2	5	2	1	0	26	5	1	2	1	7	1	0	0	0	18	0	3	1	6	13	0	0	10	19	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013
3	6	21	0	13	13	3	0	1	4	0	4	0	0	0	0	3	0	0	0	0	0	0	6	1	0	2	5	11	0	1	13	12	20	2	0	0	0	0	16	0	0	0	0	0	6	1	15	0	0	5	12	16	10	4	10	0	0	0	0	9	1	0	110	6	8	10	1	1	0	9	0	4	5	2	2	0	18	0	6	51	11	2	7	10	8	3	2	2	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
4	2	1	0	4	8	2	2	0	0	6	9	7	2	14	17	7	5	13	7	0	9	1	3	0	51	0	0	0	0	4	3	2	2	3	0	1	3	1	11	4	32	5	15	2	0	0	1	13	0	3	1	1	1	7	4	1	1	5	3	4	4	31	21	6	1	3	2	1	1	14	1	3	2	19	5	2	5	56	2	13	4	1	1	5	5	4	4	2	1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575
0	0	0	0	0	1	1	0	0	0	8	63	17	0	4	0	3	1	106	19	63	205	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	4	8	2	0	0	0	0	0	1	2	0	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
19	0	0	1	7	3	11	1	17	16	2	8	0	5	33	7	3	0	0	0	0	2	34	3	7	42	0	7	11	0	2	2	55	22	7	0	0	0	0	0	0	0	0	0	0	6	7	15	0	0	0	4	1	3	3	6	0	1	1	2	2	1	17	0	3	3	5	4	3	15	15	2	5	5	10	8	0	0	1	0	0	0	5	4	5	15	0	2	0	19	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
0	0	2	0	0	0	0	0	0	0	11	3	0	0	0	2	1	0	93	2	21	1	1	0	0	77	0	15	2	0	2	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	0	10	0	2	0	5	0	23	0	23	29	139	0	0	0	0	0	0	0	33	0	0	1	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	F082	NA
0	1	19	3	0	3	0	0	0	0	4	0	0	7	8	8	10	0	0	0	0	0	4	0	17	58	0	19	3	0	14	2	1	3	0	0	0	0	0	0	0	0	0	0	1	3	1	4	0	0	0	1	5	4	1	5	0	4	0	10	9	2	4	27	2	8	1	1	4	6	63	1	9	5	8	10	0	4	0	6	51	56	0	1	1	4	2	2	1	13	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
3	6	0	2	10	0	1	0	0	2	1	6	0	3	10	0	10	0	0	0	0	0	48	1	0	3	8	2	8	0	1	5	1	0	5	0	0	0	0	111	0	0	0	0	0	21	4	1	0	1	44	1	9	2	15	8	0	4	0	5	4	0	0	0	1	2	0	4	5	2	19	2	2	5	3	4	0	0	0	88	2	0	4	7	5	0	0	0	2	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
11	8	2	3	15	38	4	0	8	21	4	0	0	2	1	11	4	0	1	0	3	0	4	18	0	0	3	16	1	0	0	13	4	5	4	1	0	0	0	3	0	0	2	0	0	1	0	15	0	1	0	28	25	3	38	6	0	0	0	4	5	1	0	1	3	4	0	1	17	0	14	0	0	7	0	21	0	0	0	1	78	1	0	8	7	4	8	1	9	1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
1	0	0	6	6	0	14	159	17	29	5	80	51	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	5	5	0	0	27	2	15	0	0	0	0	0	1	1	0	0	0	4	1	9	1	0	0	15	0	0	2	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	3	0	2	5	0	5	1	0	1	5	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
5	5	25	2	6	5	1	0	3	2	1	5	2	2	7	6	4	0	3	0	1	2	8	5	11	4	3	7	3	0	7	8	6	10	3	0	0	0	0	44	0	1	0	0	0	3	0	4	0	1	9	5	6	1	5	9	0	10	0	7	19	2	0	41	8	3	4	2	8	1	50	4	5	11	9	6	1	7	1	1	35	5	3	4	9	9	2	4	1	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
2	6	0	0	3	5	2	0	4	11	9	0	0	0	0	0	46	0	0	0	0	0	0	29	14	1	0	11	4	0	63	84	11	0	4	0	0	7	0	0	0	1	0	0	0	1	0	30	0	2	4	6	21	2	30	9	0	2	0	0	3	0	0	0	0	3	1	0	2	0	1	0	0	3	0	7	0	21	0	0	5	1	0	3	14	28	4	0	1	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013
0	1	0	0	2	0	0	1	8	8	9	3	6	7	8	1	7	0	0	0	1	4	12	10	0	41	7	2	29	0	1	3	5	0	2	0	1	0	0	0	0	1	0	0	1	10	28	1	0	10	7	6	19	3	2	15	1	6	0	2	9	0	1	2	9	2	4	4	18	4	97	4	11	7	15	5	0	0	0	0	15	13	1	5	1	2	0	0	1	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
0	0	5	0	0	0	0	12	0	0	0	341	0	0	0	0	0	29	26	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	0	3	0	18	0	32	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	8	0	0	3	0	1	1	1	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
4	3	7	0	2	2	0	0	10	9	10	5	0	1	4	57	8	0	5	0	2	0	4	3	0	0	0	0	2	1	1	1	0	3	5	0	0	0	0	1	0	0	0	0	0	5	1	13	0	1	14	3	3	13	0	6	0	9	0	2	0	0	7	37	0	4	2	4	3	0	91	10	10	5	6	3	0	8	0	8	5	17	7	8	29	11	6	11	7	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
0	0	0	0	0	0	1	8	0	0	0	53	22	0	0	1	0	9	157	13	22	63	0	0	2	7	0	2	0	39	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	17	0	1	0	0	0	0	0	31	0	8	0	0	1	52	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
0	0	0	0	0	0	0	0	0	0	0	35	3	0	1	0	1	25	312	16	15	66	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK3A20_group
0	0	0	0	3	0	0	2	1	0	4	45	107	0	0	0	0	0	105	4	1	76	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	11	0	19	0	0	3	0	1	0	1	0	1	1	0	53	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
20	1	3	1	3	9	2	0	9	8	1	0	0	9	34	0	11	0	0	0	0	2	6	0	6	0	5	1	13	0	1	0	15	11	1	0	0	0	0	12	0	0	0	0	0	22	2	0	0	4	11	8	0	6	8	9	0	8	0	8	1	2	0	3	2	8	5	3	2	6	118	6	8	9	8	3	0	1	0	0	3	0	13	3	14	6	4	16	2	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
0	0	0	1	2	9	4	11	32	14	1	18	13	7	15	75	7	0	1	1	0	0	22	1	0	86	0	1	0	0	1	9	9	1	0	0	0	0	0	1	0	0	0	0	3	0	17	13	0	1	6	0	0	7	9	2	0	1	2	7	1	0	5	1	3	6	9	6	1	2	23	2	8	2	6	3	0	0	0	3	2	0	3	3	7	4	0	3	3	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
0	0	0	0	1	1	0	10	0	1	2	48	32	0	0	0	0	5	98	3	15	21	0	0	0	9	0	1	0	216	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	6	0	2	0	20	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	502	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
7	5	0	5	12	26	3	0	7	6	10	6	1	5	1	21	12	0	0	0	0	0	0	0	3	8	0	27	4	0	0	10	2	2	4	0	0	0	0	0	1	0	0	0	0	10	2	6	0	4	16	20	2	3	3	1	0	0	0	0	3	1	0	0	4	4	3	5	2	0	0	1	2	2	1	1	1	3	4	22	45	29	12	8	33	26	7	24	8	9	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
9	11	33	1	0	7	2	12	5	4	2	13	47	1	6	0	0	0	4	0	0	0	0	1	0	2	4	4	0	23	0	0	0	18	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	19	0	0	2	2	0	24	12	7	87	8	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	82	0	1	4	2	3	1	0	7	27	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
12	4	10	6	37	45	5	0	17	14	0	14	0	5	4	0	7	0	4	1	0	2	8	1	0	1	5	0	0	3	0	0	8	16	6	0	0	1	0	0	0	0	0	0	0	8	11	0	0	9	4	15	0	2	3	0	0	0	0	0	0	0	0	54	0	1	2	3	0	2	3	0	0	0	0	2	0	0	0	0	17	1	13	17	44	24	10	15	17	2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	90	55	20	0	0	288	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
7	4	2	2	5	5	1	3	10	3	14	33	9	5	11	21	6	0	0	0	0	1	42	5	2	9	3	0	0	0	1	1	11	12	15	0	0	0	0	3	0	1	1	0	2	2	8	10	0	2	17	11	5	2	4	9	2	12	0	7	0	0	9	36	6	8	3	9	7	10	24	4	2	1	6	1	0	0	0	0	2	0	3	4	8	16	5	5	4	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
6	0	0	0	0	0	0	3	2	12	4	0	5	2	0	0	0	0	16	0	0	1	0	0	2	45	0	10	9	14	0	1	0	0	8	0	0	23	0	1	1	216	4	14	0	1	2	0	0	0	0	13	0	1	0	1	2	0	1	1	0	13	0	2	0	1	6	2	1	5	5	1	0	2	0	2	2	0	0	1	37	1	4	0	6	0	0	0	0	2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
0	2	0	0	3	7	15	3	8	14	4	28	265	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	11	0	0	4	5	0	0	0	0	0	0	0	0	0	0	10	2	3	1	0	2	0	36	0	1	36	4	0	5	2	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	1	0	0	0	3	10	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
5	12	1	0	27	27	11	3	3	8	4	21	0	4	1	0	2	0	0	0	0	0	0	6	0	2	0	2	0	0	3	2	46	13	15	0	0	0	0	0	0	0	8	0	2	3	5	1	1	5	1	6	0	0	15	4	0	0	0	0	1	3	2	18	0	0	0	6	6	0	0	3	0	2	1	0	6	9	0	7	126	17	2	2	12	3	3	1	5	9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
2	0	0	2	2	33	0	0	17	6	0	0	16	0	3	26	6	0	14	0	0	0	0	13	24	0	2	3	9	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	28	0	1	5	75	6	2	5	8	0	2	0	9	4	0	0	0	33	5	4	2	9	2	23	5	15	8	4	26	0	0	0	0	1	0	13	2	3	6	0	1	3	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	117	11	0	109	173	3	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	17	1	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
4	6	1	0	11	12	4	0	5	9	5	4	0	10	9	2	3	0	0	0	0	0	0	6	3	9	6	1	3	0	12	24	2	7	3	0	0	0	0	0	0	0	0	0	0	6	3	2	0	0	6	8	7	7	3	24	0	15	0	14	1	0	0	2	6	1	9	5	5	2	48	2	16	6	2	1	0	0	0	14	86	4	5	8	18	5	6	1	0	2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
2	6	0	5	0	0	0	0	0	1	0	0	0	0	5	0	1	1	1	0	0	0	0	0	1	0	2	0	0	0	2	37	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	2	53	2	0	8	0	12	0	0	5	0	0	28	2	1	7	0	122	0	2	3	56	2	0	0	0	0	0	0	0	4	2	0	1	110	0	6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA
23	13	24	8	13	38	20	0	9	4	0	2	0	2	7	6	2	0	2	0	0	0	0	0	0	2	6	2	5	0	0	0	16	18	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4	19	0	3	34	4	0	5	0	0	0	4	0	48	5	3	0	4	11	0	0	0	0	1	1	6	12	17	0	18	11	4	9	0	25	8	10	9	4	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11_gut_group
11	34	0	3	37	38	10	0	4	9	32	0	0	2	1	2	0	0	0	0	0	0	2	0	2	0	10	2	0	0	0	0	13	10	9	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	19	1	2	20	7	0	2	0	4	0	2	0	0	7	5	5	3	3	8	64	3	2	0	0	1	0	0	0	1	1	29	2	6	14	1	52	6	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013
0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	384	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-001
0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	9	0	0	0	0	0	4	18	29	11	3	31	2	0	25	0	1	0	0	0	0	0	0	238	0	0	0	0	0	18	0	0	0	0	5	0	8	2	0	2	0	1	0	5	15	0	16	0	6	0	1	0	4	1	25	0	2	0	11	2	0	2	0	0	0	1	0	0	4	0	2	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
0	0	9	0	0	0	0	0	0	0	0	1	1	2	0	0	4	1	5	0	0	4	0	0	0	26	1	4	1	2	25	2	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	4	0	15	4	2	2	2	1	1	20	0	1	4	1	3	0	4	7	14	293	20	1	2	0	3	1	0	2	3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	393	9	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	55	0	1	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013
12	15	5	6	29	17	6	18	3	2	8	2	0	4	2	1	10	0	6	0	3	6	1	6	2	3	10	10	35	0	3	8	16	19	7	0	0	1	0	13	0	0	1	0	0	5	0	1	1	3	0	10	3	1	17	10	2	0	0	1	0	0	0	5	0	3	2	2	1	3	5	0	1	0	0	1	0	3	0	0	71	0	10	8	23	13	6	1	4	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	1	0	5	157	0	7	281	0	0	0	1	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
0	0	0	0	0	0	0	2	0	0	2	32	22	1	0	2	1	16	212	7	6	31	1	0	0	21	0	8	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	30	0	26	0	0	0	55	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
0	0	0	0	0	0	0	1	0	0	1	135	198	0	5	2	1	6	43	16	7	0	0	0	1	0	0	0	0	4	0	0	1	0	1	0	0	0	0	12	1	0	0	0	1	4	0	0	25	0	2	2	0	0	1	0	8	0	0	0	0	0	2	0	1	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
